height,weight,age,gender,activity_level,fitness_level,goal,muscle_mass,body_fat_percentage,body_fat_mass,water,protein_intake,minerals,bmi,calories,protein,carbs,fat
1.729,80.8,31,Male,4,2,maintain,43.15,25.68,20.74,42.08,12.08,3.88,27.02,3013,133.3,390.7,101.9
1.538,65.4,55,Female,1,2,lose_fat,26.33,37.42,24.46,28.6,7.35,2.63,27.65,1100,89.8,107.8,34.4
1.679,59.6,19,Female,3,3,gain_muscle,25.55,30.33,18.07,31.39,7.93,3.28,21.14,2498,129.1,310.4,82.2
1.714,69.0,49,Male,3,3,gain_muscle,30.0,21.8,15.03,39.39,10.87,2.94,23.47,2688,147.9,327.5,87.4
1.522,56.4,37,Female,4,1,lose_fat,22.31,33.74,19.04,27.48,5.93,2.56,24.36,1484,66.8,197.8,47.3
1.681,72.4,28,Male,3,1,lose_fat,38.74,24.85,18.0,38.37,11.23,3.06,25.64,1948,124.3,222.7,62.2
1.944,89.6,18,Male,1,1,maintain,46.56,13.21,11.83,57.03,15.03,3.95,23.69,2454,119.9,302.6,84.9
1.734,71.5,51,Male,2,3,gain_muscle,33.54,15.78,11.28,43.94,11.09,2.95,23.77,2491,163.8,284.1,77.7
1.498,62.4,25,Female,3,3,gain_muscle,28.11,23.93,14.93,34.96,9.23,3.32,27.81,2271,141.4,235.1,85.0
1.557,64.9,63,Female,2,1,gain_muscle,26.25,31.38,20.37,32.39,8.77,2.76,26.77,1797,125.8,201.0,54.4
1.726,86.2,62,Male,2,1,maintain,39.93,19.19,16.54,49.4,14.18,3.83,28.94,2242,142.0,232.9,82.5
1.831,70.1,64,Male,3,2,gain_muscle,30.39,14.13,9.9,45.0,11.39,3.04,20.9,2604,135.1,305.8,93.4
1.604,59.4,40,Female,5,3,lose_fat,25.96,31.22,18.56,29.19,7.64,2.9,23.11,1849,97.6,217.7,65.3
1.712,77.5,31,Female,5,3,lose_fat,30.62,29.93,23.21,38.13,9.79,3.63,26.47,2394,133.2,284.8,80.2
1.796,91.8,69,Male,4,3,lose_fat,41.15,24.26,22.27,49.96,13.88,4.3,28.47,2398,150.0,276.0,77.1
1.848,77.0,50,Male,3,3,gain_muscle,37.08,13.37,10.29,47.98,12.03,3.18,22.55,2987,178.1,333.1,104.7
1.787,75.7,43,Male,2,1,lose_fat,35.79,22.28,16.87,42.52,12.05,3.59,23.71,1810,117.4,188.2,65.3
1.772,73.9,40,Male,5,2,gain_muscle,37.07,26.76,19.77,37.38,10.63,2.74,23.52,3363,135.8,449.6,113.5
1.898,87.7,24,Male,2,1,maintain,43.19,15.8,13.85,53.7,12.53,3.94,24.35,2658,121.3,351.7,85.1
1.561,59.7,33,Female,3,1,maintain,28.6,23.58,14.07,32.13,8.73,2.5,24.47,1934,86.2,255.8,62.9
1.645,50.0,27,Female,1,3,lose_fat,19.22,33.66,16.84,24.19,6.3,2.18,18.48,1100,86.9,102.1,38.2
1.745,82.9,57,Male,2,1,lose_fat,36.85,18.72,15.52,49.04,12.44,3.89,27.22,1796,144.7,164.4,62.2
1.581,67.4,65,Female,3,2,lose_fat,27.66,29.56,19.93,33.77,9.34,2.53,26.95,1347,104.3,129.0,46.0
1.693,75.0,48,Female,3,2,lose_fat,33.64,28.86,21.65,38.13,10.31,3.29,26.15,1733,119.1,179.1,60.0
1.635,65.5,17,Female,2,1,lose_fat,27.96,34.27,22.44,31.11,7.33,2.91,24.5,1462,89.5,148.0,56.9
1.701,64.9,42,Male,2,1,gain_muscle,28.81,20.2,13.11,37.23,10.07,3.48,22.44,2237,118.0,284.9,69.5
1.754,59.2,38,Male,3,1,lose_fat,28.28,14.5,8.58,36.61,10.25,2.54,19.24,1934,108.8,218.3,69.5
1.719,77.8,39,Male,1,1,maintain,34.64,18.4,14.31,43.9,12.1,3.74,26.32,1987,134.5,212.0,66.8
1.777,58.6,41,Male,2,1,maintain,25.39,22.61,13.24,32.46,8.1,2.57,18.54,2023,92.0,260.3,68.2
1.556,70.2,51,Female,1,1,gain_muscle,27.76,24.24,17.0,38.03,9.8,3.17,28.98,1688,124.5,166.1,58.4
1.45,56.7,52,Female,1,1,lose_fat,22.6,26.55,15.04,29.97,7.34,2.95,26.95,1100,83.3,117.2,33.1
1.606,61.2,66,Male,1,2,gain_muscle,25.02,15.43,9.43,35.98,8.5,3.22,23.72,1824,111.4,216.6,56.9
1.668,64.9,59,Female,2,1,gain_muscle,30.2,27.04,17.54,35.01,9.01,3.23,23.32,1906,118.6,212.3,64.7
1.517,68.7,26,Female,2,1,maintain,34.12,20.01,13.75,39.2,11.54,3.45,29.87,1852,104.1,222.8,60.5
1.604,46.9,49,Female,2,2,lose_fat,22.26,28.52,13.37,24.3,6.78,2.44,18.22,1100,66.2,121.3,38.9
1.511,47.2,38,Female,2,1,lose_fat,22.56,36.64,17.3,20.55,5.72,2.0,20.7,1100,61.3,119.2,42.0
1.662,72.2,55,Female,5,2,gain_muscle,32.63,32.54,23.49,35.77,8.72,4.01,26.12,2726,137.9,337.3,91.7
1.653,49.6,25,Female,4,2,maintain,19.19,26.52,13.17,26.32,7.1,2.0,18.18,2144,83.4,286.1,74.0
1.73,54.2,44,Male,2,1,maintain,25.46,22.74,12.32,29.51,8.54,2.57,18.11,1985,75.7,274.8,64.8
1.549,52.6,48,Female,2,1,lose_fat,26.15,29.54,15.54,25.67,7.38,2.48,21.94,1100,78.1,116.1,35.9
1.641,49.4,50,Male,3,2,lose_fat,25.14,19.71,9.74,28.23,7.61,2.03,18.36,1505,85.2,180.1,49.3
1.549,44.2,58,Female,2,1,maintain,21.16,18.0,7.95,25.5,7.25,2.39,18.41,1379,62.9,169.4,50.0
1.57,58.4,24,Female,1,2,maintain,24.55,31.08,18.14,30.24,7.23,2.99,23.66,1536,99.2,159.0,55.9
1.794,107.9,44,Male,2,2,maintain,49.56,22.06,23.8,63.21,18.13,4.76,33.53,2744,176.0,300.3,93.2
1.831,85.8,51,Male,2,1,gain_muscle,35.71,19.77,16.95,51.64,12.67,4.68,25.59,2570,155.0,300.3,83.2
1.832,73.1,38,Male,2,2,lose_fat,36.45,18.99,13.87,42.22,12.03,3.28,21.78,1860,126.8,190.6,65.6
1.686,80.2,47,Female,1,3,lose_fat,32.58,42.4,33.99,34.2,8.99,3.3,28.2,1100,110.6,92.9,31.8
1.719,88.3,61,Male,3,1,lose_fat,37.76,23.76,20.99,50.51,12.54,3.94,29.9,2014,143.8,209.6,66.7
1.657,60.2,48,Female,5,2,gain_muscle,24.76,24.92,15.0,32.5,9.08,2.85,21.93,2592,117.8,323.2,92.0
1.717,84.1,54,Male,3,2,maintain,37.72,22.14,18.62,47.38,13.61,3.57,28.51,2532,147.1,300.7,82.3
1.737,61.8,56,Male,2,2,maintain,25.93,25.8,15.93,33.5,8.92,3.36,20.47,1959,108.9,234.2,65.2
1.665,79.0,48,Male,5,2,maintain,38.88,18.0,14.22,47.82,11.78,3.03,28.5,2999,135.6,383.3,102.6
1.622,80.0,52,Female,1,2,lose_fat,30.56,45.0,36.0,32.17,9.56,3.88,30.42,1100,92.1,108.0,33.3
1.719,80.8,59,Male,3,2,lose_fat,35.59,27.26,22.02,45.63,12.17,3.91,27.34,1881,131.7,203.1,60.2
1.688,75.1,37,Female,3,2,maintain,28.94,32.5,24.4,36.7,9.74,3.72,26.35,2262,136.0,264.8,73.2
1.483,42.0,44,Female,1,2,maintain,19.08,26.19,11.0,22.42,5.94,2.22,19.11,1109,72.6,124.6,35.6
1.695,67.5,51,Female,3,2,gain_muscle,29.08,26.91,18.15,38.19,9.28,3.51,23.49,2310,142.8,238.7,87.1
1.749,81.6,65,Male,5,3,lose_fat,41.03,22.74,18.55,45.45,13.28,4.22,26.65,2467,153.7,253.8,93.0
1.615,63.2,17,Female,1,2,lose_fat,24.76,33.01,20.86,31.36,8.5,2.62,24.23,1117,98.7,93.5,38.7
1.779,61.9,16,Male,3,3,maintain,29.41,22.44,13.88,33.67,8.8,3.33,19.54,2632,118.4,347.5,85.4
1.632,81.1,61,Male,3,1,maintain,34.54,21.01,17.03,45.57,13.13,4.75,30.44,2362,103.4,281.9,91.2
1.702,67.1,62,Female,2,1,lose_fat,24.76,37.03,24.84,31.82,7.93,3.44,23.16,1145,78.7,123.4,37.4
1.764,88.3,22,Male,3,2,gain_muscle,41.23,21.23,18.75,51.69,14.2,3.42,28.36,3213,179.3,361.6,116.6
1.56,72.9,63,Female,2,1,lose_fat,31.78,28.52,20.78,37.93,9.65,3.64,29.95,1231,114.1,110.2,37.1
1.967,114.9,40,Male,3,1,lose_fat,57.8,29.87,34.32,59.32,14.58,5.21,29.7,2773,170.4,337.2,82.5
1.802,89.5,60,Male,3,2,lose_fat,42.57,22.95,20.53,51.46,14.17,4.25,27.55,2155,146.6,239.8,67.7
1.623,59.0,21,Female,3,3,lose_fat,28.43,41.65,24.58,25.28,6.26,2.65,22.41,1408,87.1,141.6,54.8
1.748,77.5,41,Male,2,1,gain_muscle,40.86,9.94,7.7,51.27,13.64,3.68,25.36,2478,140.8,288.1,84.7
1.8,69.4,47,Male,2,2,lose_fat,29.6,15.03,10.43,41.36,10.54,3.41,21.41,1805,128.8,181.6,62.6
1.613,82.0,64,Female,2,2,maintain,36.82,18.0,14.76,48.5,13.22,4.15,31.51,1851,131.9,185.1,64.8
1.818,87.7,62,Male,1,1,gain_muscle,44.83,21.85,19.17,49.69,12.23,4.14,26.55,2281,161.8,246.2,72.1
1.704,71.2,67,Female,4,2,maintain,30.16,32.77,23.33,33.64,8.56,3.42,24.51,2307,119.0,281.4,78.4
1.82,80.9,22,Male,2,2,gain_muscle,34.13,26.88,21.76,43.01,12.12,3.11,24.43,2745,143.9,350.4,85.3
1.743,93.7,36,Male,4,2,gain_muscle,40.39,18.38,17.23,56.44,15.62,4.76,30.86,3418,193.7,385.6,122.3
1.695,60.3,38,Male,1,2,lose_fat,29.64,16.13,9.72,37.49,9.26,3.36,20.98,1296,109.6,121.0,41.5
1.636,61.9,33,Female,4,3,gain_muscle,24.44,28.82,17.85,30.87,9.05,2.86,23.15,2596,135.0,294.0,97.8
1.618,59.1,63,Female,1,1,gain_muscle,27.4,28.15,16.65,30.02,8.2,2.56,22.6,1508,106.0,145.0,56.0
1.853,65.8,45,Male,2,2,maintain,33.52,11.03,7.25,42.62,10.96,3.1,19.15,2181,112.3,265.1,74.6
1.741,81.6,59,Male,4,1,lose_fat,38.17,20.52,16.75,47.87,12.12,3.87,26.91,2290,122.2,273.2,78.7
1.719,62.7,21,Female,2,1,gain_muscle,24.75,18.0,11.29,36.21,10.12,2.65,21.23,2140,108.7,261.6,73.2
1.663,77.5,17,Male,3,1,lose_fat,33.76,19.67,15.24,46.54,10.92,3.85,28.03,2184,120.5,262.6,72.4
1.539,56.4,47,Female,3,3,lose_fat,27.76,38.5,21.71,23.89,6.91,2.53,23.81,1153,80.6,135.6,32.0
1.675,57.3,56,Male,3,1,gain_muscle,29.58,16.18,9.28,35.64,10.15,3.27,20.44,2280,110.4,270.2,84.2
1.77,79.5,53,Male,3,2,maintain,38.82,20.42,16.24,46.4,11.51,4.05,25.39,2554,135.2,333.2,75.6
1.731,86.2,59,Male,5,1,lose_fat,37.69,24.8,21.37,45.87,13.69,3.48,28.78,2592,129.6,311.4,92.0
1.73,61.4,68,Male,4,2,lose_fat,27.7,21.09,12.96,34.04,10.28,3.08,20.54,1850,104.3,223.4,59.9
1.585,74.0,55,Female,3,2,maintain,29.35,36.36,26.91,33.49,8.66,4.03,29.45,2007,136.0,216.6,66.3
1.674,72.5,47,Male,2,1,gain_muscle,36.18,16.12,11.68,44.87,11.92,3.13,25.87,2293,139.9,250.0,81.5
1.644,69.3,64,Female,1,1,lose_fat,31.21,33.82,23.44,33.26,9.78,3.21,25.64,1100,93.0,98.8,37.0
1.748,74.6,67,Male,3,2,maintain,36.54,11.67,8.71,47.59,13.06,3.45,24.43,2345,142.8,246.8,87.4
1.696,74.1,31,Male,2,1,gain_muscle,36.29,19.99,14.82,42.79,9.95,3.43,25.79,2466,128.2,313.9,77.5
1.682,59.3,60,Male,3,3,maintain,25.04,18.75,11.12,35.35,9.75,2.59,20.96,2039,114.0,251.1,64.3
1.81,103.0,37,Male,2,1,gain_muscle,46.52,18.88,19.44,60.46,16.77,4.8,31.43,2835,193.9,315.3,88.7
1.684,63.8,28,Male,3,1,gain_muscle,32.02,13.82,8.82,40.43,10.45,2.65,22.5,2599,112.4,341.4,87.1
1.749,60.8,34,Male,5,3,gain_muscle,28.32,15.52,9.44,37.68,9.73,3.04,19.88,3259,129.4,475.2,93.4
1.759,78.6,28,Male,4,3,maintain,40.23,23.36,18.37,45.42,11.48,3.6,25.39,3053,149.3,367.4,109.6
1.855,97.8,25,Male,2,2,lose_fat,47.77,23.06,22.56,56.97,14.07,4.48,28.42,2240,173.2,214.4,76.6
1.806,65.8,63,Male,3,2,maintain,33.05,20.3,13.37,37.4,10.52,3.56,20.18,2307,113.1,263.6,88.9
1.778,78.0,31,Male,2,2,maintain,34.02,18.44,14.39,47.8,11.18,3.0,24.69,2390,139.6,273.8,81.8
1.783,99.1,29,Male,2,1,maintain,53.41,25.74,25.49,55.54,14.6,3.72,31.18,2755,152.4,333.0,90.4
1.85,66.6,18,Male,1,1,lose_fat,33.44,19.48,12.98,40.19,9.83,3.29,19.47,1604,106.7,178.7,51.4
1.817,80.5,28,Male,2,1,lose_fat,39.19,26.21,21.1,43.06,11.13,3.62,24.4,1929,117.5,223.4,62.8
1.655,63.1,40,Male,2,2,maintain,27.08,14.45,9.11,39.0,11.12,3.26,23.01,1999,99.1,251.7,66.2
1.713,79.8,36,Male,3,1,lose_fat,40.89,30.44,24.28,38.6,11.21,3.18,27.18,2008,113.8,247.1,62.7
1.663,77.5,58,Female,4,3,maintain,35.46,38.46,29.8,33.93,9.6,3.92,28.03,2346,156.5,247.8,81.0
1.622,60.1,52,Male,1,1,lose_fat,24.68,27.9,16.76,32.51,8.76,3.16,22.84,1100,85.1,104.2,38.1
1.67,73.1,45,Male,3,2,maintain,34.08,21.67,15.84,40.93,11.65,3.36,26.2,2415,118.2,306.7,79.5
1.563,50.6,64,Female,5,3,gain_muscle,21.14,31.88,16.12,24.08,7.1,2.34,20.7,2235,106.2,300.9,67.4
1.749,64.7,32,Male,4,3,lose_fat,31.03,18.82,12.18,38.58,9.96,3.54,21.16,2197,132.3,274.5,63.3
1.806,76.9,55,Male,3,3,maintain,34.82,20.24,15.57,44.78,11.11,2.93,23.58,2507,151.1,275.8,88.8
1.628,73.0,22,Female,5,3,lose_fat,31.71,35.36,25.8,35.73,8.56,3.03,27.54,2258,116.1,285.0,72.6
1.497,46.5,60,Female,1,1,gain_muscle,19.94,21.71,10.1,25.92,6.72,2.0,20.77,1308,85.3,144.7,43.1
1.588,60.7,42,Female,3,2,maintain,29.0,32.91,19.99,30.7,9.06,3.01,24.07,1863,103.1,213.0,66.5
1.895,60.6,65,Male,2,2,maintain,24.63,20.04,12.13,35.3,8.18,3.7,16.87,1969,103.8,233.6,68.8
1.802,90.7,23,Male,4,3,gain_muscle,39.32,11.02,10.0,59.48,14.84,4.12,27.93,3661,213.9,428.9,121.1
1.783,68.3,29,Male,3,3,gain_muscle,30.23,21.89,14.96,38.1,11.03,3.16,21.49,2901,158.9,345.2,98.3
1.632,69.0,16,Female,3,2,lose_fat,30.54,40.09,27.65,29.85,8.52,3.39,25.91,1685,94.9,182.8,63.8
1.685,58.1,29,Male,3,1,gain_muscle,30.37,13.65,7.94,36.16,8.49,3.48,20.48,2541,109.7,326.9,88.3
1.702,71.6,47,Female,2,1,lose_fat,33.85,28.84,20.64,37.84,10.22,3.91,24.7,1454,109.9,146.0,47.8
1.692,76.4,38,Female,4,2,lose_fat,29.97,36.75,28.07,34.41,8.55,3.05,26.66,1977,115.6,213.7,73.3
1.715,65.1,57,Female,1,1,maintain,29.74,23.91,15.57,37.79,10.66,3.02,22.15,1528,97.9,184.0,44.5
1.731,91.6,61,Male,2,1,maintain,45.73,16.34,14.96,56.52,14.19,4.13,30.55,2307,127.6,272.1,78.7
1.654,54.1,26,Female,2,3,lose_fat,26.48,32.98,17.85,26.88,6.98,2.31,19.78,1249,89.3,128.9,41.8
1.583,46.3,39,Female,1,1,maintain,19.78,28.41,13.17,24.96,6.33,2.19,18.48,1344,72.4,159.0,46.5
1.7,56.7,46,Female,4,2,lose_fat,23.23,31.0,17.57,28.14,7.62,2.5,19.6,1609,90.8,189.0,54.4
1.714,71.7,17,Female,3,3,maintain,33.2,35.63,25.56,32.33,8.2,3.81,24.41,2386,148.8,275.4,76.6
1.573,54.3,20,Female,2,1,maintain,25.56,31.45,17.08,26.99,6.96,2.04,21.95,1759,74.2,221.3,64.1
1.572,59.5,67,Female,2,1,maintain,28.27,40.54,24.13,26.39,6.53,2.64,24.09,1496,98.7,155.4,53.3
1.813,75.3,47,Male,3,2,maintain,34.02,24.02,18.09,42.23,10.67,3.87,22.92,2544,116.1,326.6,85.9
1.628,60.1,23,Female,3,2,lose_fat,28.1,25.72,15.47,32.45,9.36,2.93,22.7,1668,95.8,207.3,50.6
1.61,77.0,44,Female,2,2,lose_fat,37.92,25.37,19.52,43.41,11.21,3.72,29.7,1511,125.6,129.5,54.5
1.597,51.8,21,Female,2,2,gain_muscle,25.74,25.4,13.15,28.67,7.79,2.67,20.29,1931,103.9,221.4,70.0
1.666,54.9,42,Female,3,1,lose_fat,21.2,36.97,20.31,24.45,7.09,2.61,19.8,1283,72.7,156.5,40.7
1.736,74.4,17,Male,1,1,lose_fat,32.19,17.78,13.24,40.36,11.12,3.11,24.71,1688,111.7,182.5,56.8
1.761,81.3,21,Male,5,1,maintain,40.7,21.62,17.57,46.92,12.46,3.69,26.2,3441,129.3,468.4,116.7
1.533,57.2,56,Female,2,1,lose_fat,26.33,33.03,18.89,26.49,7.37,3.33,24.34,1100,78.4,117.4,35.2
1.833,87.0,69,Male,2,1,maintain,38.04,21.29,18.52,48.95,12.97,3.59,25.87,2294,132.6,271.9,75.1
1.582,61.0,26,Female,1,1,maintain,25.98,29.25,17.83,30.98,7.67,2.86,24.37,1508,88.4,193.4,42.3
1.571,61.3,49,Female,3,2,maintain,30.36,25.82,15.83,33.78,8.02,3.29,24.83,1892,97.9,226.8,65.9
1.731,80.9,52,Male,4,3,lose_fat,36.73,21.42,17.34,46.94,12.22,4.1,27.02,2314,148.6,247.0,81.3
1.698,80.4,66,Male,3,2,gain_muscle,39.47,12.12,9.75,50.45,13.8,3.7,27.9,2621,164.1,290.9,89.0
1.674,63.8,31,Female,5,3,gain_muscle,29.89,21.4,13.67,36.25,8.96,2.98,22.79,2979,142.7,394.6,92.2
1.561,48.5,25,Female,1,1,gain_muscle,20.68,33.57,16.27,23.33,7.34,2.11,19.89,1611,87.3,190.3,55.6
1.775,84.4,26,Male,2,1,lose_fat,38.58,26.0,21.95,48.09,10.49,3.51,26.8,1951,121.3,224.0,63.3
1.681,52.4,48,Female,2,1,lose_fat,22.25,38.65,20.25,24.96,5.91,2.43,18.55,1100,62.6,130.5,36.4
1.599,59.0,36,Female,2,1,gain_muscle,24.56,21.26,12.54,33.47,8.32,2.7,23.07,1910,109.2,239.2,57.4
1.744,86.4,18,Male,3,2,lose_fat,42.12,19.84,17.15,51.62,11.98,4.0,28.42,2426,145.9,259.9,89.2
1.704,71.9,38,Male,2,1,maintain,32.42,26.97,19.39,35.87,11.73,3.62,24.76,2193,123.9,265.3,70.7
1.694,61.8,36,Male,3,1,maintain,30.26,14.18,8.76,38.4,9.62,2.76,21.53,2317,90.8,322.4,73.8
1.741,110.3,44,Male,3,1,gain_muscle,56.27,21.49,23.71,65.11,17.4,4.96,36.41,3247,206.0,384.4,98.4
1.803,70.0,41,Male,4,1,lose_fat,30.53,24.59,17.21,39.02,8.9,3.37,21.53,2275,109.2,293.3,73.9
1.816,76.0,32,Male,3,3,gain_muscle,36.22,15.66,11.91,43.96,11.77,3.53,23.05,3097,174.8,336.7,116.8
1.617,62.8,58,Female,1,1,gain_muscle,23.88,20.32,12.76,35.25,10.24,2.82,24.03,1567,106.0,180.9,46.6
1.528,59.7,61,Female,3,1,maintain,25.2,26.09,15.58,33.36,9.02,3.2,25.56,1724,97.6,197.7,60.3
1.527,57.5,38,Female,3,1,lose_fat,24.5,39.17,22.5,25.23,7.21,3.09,24.65,1210,72.0,145.4,37.8
1.558,55.3,24,Female,2,1,maintain,22.51,32.05,17.74,26.6,7.49,2.66,22.79,1784,87.4,239.1,53.1
1.671,51.5,44,Female,3,2,gain_muscle,21.2,22.01,11.34,28.66,7.31,2.14,18.47,2074,100.9,273.8,63.9
1.652,73.9,45,Female,1,2,gain_muscle,32.1,32.0,23.63,36.45,10.79,3.24,27.06,1880,142.8,197.8,57.5
1.753,50.7,40,Male,2,1,maintain,21.77,15.14,7.67,32.26,7.53,2.45,16.5,1959,81.3,269.8,61.6
1.708,69.7,63,Female,1,1,maintain,31.27,29.2,20.36,36.35,8.79,3.25,23.92,1563,113.0,142.3,60.2
1.549,62.3,57,Female,4,3,maintain,27.18,28.24,17.59,32.49,9.26,3.05,25.97,1963,128.6,203.5,70.5
1.621,76.7,21,Female,2,1,gain_muscle,37.8,27.45,21.05,38.85,12.1,3.63,29.2,2247,142.3,245.3,77.4
1.782,52.4,60,Male,2,2,lose_fat,23.47,29.01,15.2,27.83,7.64,2.88,16.5,1251,75.3,138.2,44.1
1.643,76.4,60,Female,3,1,lose_fat,35.21,26.45,20.2,41.04,11.48,3.99,28.29,1647,111.3,183.4,52.0
1.699,76.4,17,Male,1,2,lose_fat,38.49,21.25,16.24,43.06,11.4,3.47,26.46,1581,127.1,145.5,54.5
1.752,60.0,29,Male,3,3,gain_muscle,26.52,14.59,8.76,36.04,9.68,2.84,19.55,2684,130.1,329.4,94.0
1.636,58.5,57,Male,1,1,lose_fat,28.39,13.64,7.98,36.16,8.88,2.72,21.86,1214,103.2,107.2,41.4
1.77,84.0,69,Male,4,3,gain_muscle,36.56,8.56,7.19,51.98,15.6,3.64,26.82,3157,185.8,363.4,106.7
1.98,84.3,40,Male,4,3,maintain,45.27,22.19,18.72,47.67,13.02,3.3,21.52,3211,171.2,402.7,101.7
1.721,76.3,32,Male,1,1,maintain,40.57,16.9,12.9,45.59,12.16,3.6,25.76,2077,100.8,275.1,63.7
1.753,58.5,18,Male,4,2,maintain,27.54,19.33,11.31,35.05,8.53,2.96,19.05,2659,91.0,365.2,92.7
1.624,81.8,31,Female,1,2,maintain,32.92,35.72,29.23,37.78,10.23,4.55,31.04,1799,146.7,171.2,58.6
1.568,42.0,46,Female,5,2,gain_muscle,18.7,31.45,13.21,21.34,5.3,2.0,17.09,2130,85.3,294.6,67.8
1.646,60.4,26,Female,2,1,gain_muscle,25.03,30.88,18.64,29.34,7.28,2.92,22.27,1988,98.8,257.6,62.5
1.567,53.5,32,Female,4,3,maintain,21.9,29.41,15.74,27.77,6.88,2.34,21.82,2050,95.0,265.2,67.7
1.536,48.1,18,Female,1,3,maintain,18.87,33.46,16.08,22.1,5.91,2.45,20.38,1473,96.5,159.5,49.9
1.675,79.9,20,Male,3,2,lose_fat,42.79,28.41,22.7,42.52,12.09,3.62,28.48,2146,131.2,250.3,68.9
1.739,69.4,23,Male,3,2,lose_fat,35.62,25.84,17.93,35.57,10.38,3.4,22.95,1979,117.5,253.5,55.0
1.689,78.6,43,Male,2,1,gain_muscle,41.08,22.97,18.05,44.31,10.81,3.9,27.57,2446,148.1,276.4,83.1
1.584,67.7,59,Male,4,2,maintain,34.67,20.87,14.12,40.52,10.95,3.24,26.96,2327,123.4,294.8,72.7
1.53,59.8,51,Female,2,1,gain_muscle,26.88,25.94,15.5,33.33,9.4,2.69,25.53,1705,105.9,192.1,57.0
1.685,65.2,28,Male,2,2,lose_fat,31.61,20.49,13.36,37.61,10.37,3.09,22.96,1676,113.9,192.6,50.0
1.628,60.7,33,Female,2,1,lose_fat,29.66,32.36,19.63,30.97,8.88,2.6,22.89,1271,84.8,145.0,39.1
1.783,66.4,24,Male,3,2,lose_fat,29.64,24.45,16.23,35.23,10.29,4.0,20.87,2042,110.3,246.1,68.5
1.8,91.1,45,Male,2,1,lose_fat,48.06,20.95,19.09,53.2,13.46,4.7,28.11,2008,135.4,210.0,69.6
1.814,84.0,20,Male,3,2,gain_muscle,41.59,9.09,7.63,56.67,16.81,3.48,25.54,3178,162.2,389.3,108.0
1.753,76.3,50,Male,3,3,gain_muscle,40.05,19.11,14.58,45.64,12.08,3.44,24.83,2867,170.7,324.0,98.7
1.647,65.9,57,Female,1,1,lose_fat,27.83,28.32,18.66,33.79,9.38,3.2,24.29,1100,93.7,103.7,34.5
1.625,60.5,29,Female,3,3,lose_fat,24.43,37.09,22.43,27.12,6.44,2.59,22.9,1461,89.6,167.2,48.2
1.605,64.0,64,Male,2,1,lose_fat,31.01,28.36,18.14,33.52,8.48,2.93,24.84,1215,92.8,111.0,44.4
1.556,66.0,42,Female,4,3,lose_fat,25.24,30.36,20.04,34.24,8.0,3.32,27.26,1712,104.3,179.2,64.2
1.622,55.6,30,Male,1,2,gain_muscle,23.9,15.56,8.66,33.8,7.53,2.82,21.13,2003,113.6,233.5,68.3
1.566,61.5,16,Male,4,2,maintain,27.75,15.62,9.61,38.48,9.58,2.94,25.09,2620,103.3,340.4,93.9
1.644,55.5,44,Male,3,2,lose_fat,23.8,16.2,9.0,33.97,9.08,2.16,20.55,1673,105.6,197.4,51.2
1.775,81.4,27,Male,3,2,gain_muscle,40.73,12.69,10.33,50.87,13.31,4.66,25.82,2966,162.7,337.2,107.4
1.589,76.2,24,Female,3,2,gain_muscle,29.54,33.56,25.57,36.8,9.65,3.29,30.16,2550,145.5,316.5,78.0
1.468,42.0,60,Female,5,2,lose_fat,19.83,41.43,17.4,20.0,5.0,2.26,19.49,1100,54.0,137.3,37.2
1.673,65.3,21,Male,2,1,lose_fat,31.34,24.95,16.3,34.55,8.19,3.23,23.33,1695,85.5,222.8,51.3
1.624,43.5,31,Female,3,2,lose_fat,18.0,29.69,12.92,22.45,6.03,2.0,16.5,1323,65.8,154.5,49.1
1.624,64.6,63,Female,1,2,lose_fat,28.1,31.19,20.15,32.91,8.99,3.43,24.51,1100,97.9,93.8,37.0
1.637,62.8,19,Male,4,3,gain_muscle,31.45,10.38,6.52,40.36,11.36,3.29,23.43,3049,136.0,378.8,110.0
1.764,83.7,19,Male,2,1,gain_muscle,36.63,19.3,16.16,49.38,13.06,4.03,26.92,2677,162.8,320.2,82.8
1.764,78.1,61,Male,2,2,maintain,39.39,21.88,17.09,44.31,12.91,3.63,25.1,2173,151.1,230.4,71.9
1.82,98.4,29,Male,3,1,maintain,44.86,19.02,18.71,60.16,17.04,3.84,29.71,3088,136.6,400.7,104.3
1.809,68.3,57,Male,2,1,lose_fat,34.85,15.32,10.47,42.19,11.49,3.59,20.88,1671,112.4,184.5,53.7
1.753,73.9,57,Male,3,1,lose_fat,37.71,20.09,14.84,43.44,11.09,3.9,24.05,1930,117.5,223.9,62.7
1.819,75.9,43,Male,5,2,lose_fat,31.99,20.63,15.67,45.14,10.89,3.2,22.94,2708,134.9,335.1,92.0
1.595,52.8,30,Female,4,2,gain_muscle,20.07,31.28,16.52,26.25,6.27,2.4,20.76,2321,105.3,272.7,89.9
1.722,63.0,17,Male,3,1,maintain,31.96,19.75,12.44,36.77,9.4,2.6,21.23,2535,93.9,354.5,82.4
1.602,47.7,39,Female,3,1,maintain,18.36,24.38,11.62,27.45,6.68,2.31,18.57,1724,72.9,235.9,54.3
1.833,77.3,44,Male,2,2,maintain,34.1,18.75,14.5,45.5,10.6,4.09,23.03,2357,145.1,267.3,78.6
1.797,81.1,39,Male,3,1,lose_fat,40.34,21.35,17.31,45.96,10.7,3.51,25.12,2204,140.2,246.6,73.0
